dataset,model,batch_size,optimizer,learning_rate,scheduler,epochs,seed,pin_memory,best_val_acc,test_acc,train_time_ms,flops,timestamp
mnist,resnet50,16,adam,0.001,cosine,10,78,True,99.2,99.36428571428571,875818.051815033,0.08G,2026-01-22 15:13:19
fashionmnist,resnet50,16,adam,0.0001,none,10,35,True,89.71428571428571,89.84285714285714,941719.7811603546,0.08G,2026-01-22 15:14:34
fashionmnist,resnet18,16,sgd,0.001,none,20,35,True,90.78571428571429,91.05714285714286,753059.271812439,0.03G,2026-01-22 15:20:28
fashionmnist,resnet50,16,adam,0.0001,cosine,10,35,True,89.77142857142857,90.01428571428572,828400.6340503693,0.08G,2026-01-22 15:38:19
fashionmnist,resnet50,16,adam,0.0001,cosine,10,78,True,90.34285714285714,89.86428571428571,828432.3680400848,0.08G,2026-01-22 15:53:07
fashionmnist,resnet50,16,adam,0.0001,cosine,10,13,True,89.91428571428571,90.07142857142857,823417.688369751,0.08G,2026-01-22 16:07:50
fashionmnist,resnet50,32,sgd,0.001,cosine,10,35,True,89.0,89.21428571428571,379888.0572319031,0.08G,2026-01-22 16:14:47
fashionmnist,resnet50,32,sgd,0.001,cosine,10,78,True,89.38571428571429,89.07857142857142,389890.1963233948,0.08G,2026-01-22 16:21:51
fashionmnist,resnet50,32,sgd,0.001,cosine,10,13,True,88.67142857142858,89.13571428571429,379481.192111969,0.08G,2026-01-22 16:28:39
fashionmnist,resnet50,16,sgd,0.001,none,20,35,True,90.5,90.12142857142857,1655961.9529247284,0.08G,2026-01-22 15:20:36
fashionmnist,resnet50,16,sgd,0.001,none,20,78,True,90.6,90.4,1741598.138809204,0.08G,2026-01-22 15:50:59
fashionmnist,resnet50,16,sgd,0.001,none,20,13,True,89.77142857142857,90.08571428571429,1573845.1173305511,0.08G,2026-01-22 16:18:28
fashionmnist,resnet50,32,sgd,0.0001,cosine,10,35,True,85.25714285714285,85.15714285714286,388807.1985244751,0.08G,2026-01-22 16:35:47
fashionmnist,resnet50,32,sgd,0.0001,cosine,10,78,True,85.75714285714285,85.30714285714286,385836.4815711975,0.08G,2026-01-22 16:42:48
fashionmnist,resnet50,32,sgd,0.0001,cosine,10,13,True,85.21428571428571,85.51428571428572,387689.3196105957,0.08G,2026-01-22 16:49:51
fashionmnist,resnet50,32,adam,0.001,cosine,10,35,True,91.41428571428571,91.17142857142858,431105.70764541626,0.08G,2026-01-22 16:57:39
fashionmnist,resnet50,32,adam,0.001,cosine,10,78,True,91.12857142857143,91.02857142857142,432722.2013473511,0.08G,2026-01-22 17:05:26
fashionmnist,resnet50,32,adam,0.001,cosine,10,13,True,91.85714285714286,92.06428571428572,429478.37471961975,0.08G,2026-01-22 17:13:09
fashionmnist,resnet50,32,adam,0.0001,cosine,10,35,True,88.15714285714286,88.55,438475.5537509918,0.08G,2026-01-22 17:21:04
fashionmnist,resnet50,32,adam,0.0001,cosine,10,78,True,89.05714285714286,88.66428571428571,436625.07796287537,0.08G,2026-01-22 17:28:55
fashionmnist,resnet50,32,adam,0.0001,cosine,10,13,True,88.74285714285715,88.67142857142858,437721.70758247375,0.08G,2026-01-22 17:36:50
fashionmnist,resnet50,16,sgd,0.001,cosine,20,35,True,90.71428571428571,90.46428571428571,1503340.485572815,0.08G,2026-01-22 18:03:43
fashionmnist,resnet50,16,sgd,0.001,cosine,20,78,True,90.65714285714286,90.52857142857142,1496772.650718689,0.08G,2026-01-22 18:30:29
fashionmnist,resnet50,16,sgd,0.001,cosine,20,13,True,89.81428571428572,90.40714285714286,1354731.2905788422,0.08G,2026-01-22 18:54:41
fashionmnist,resnet50,16,sgd,0.0001,cosine,20,35,True,88.58571428571429,88.32857142857142,1488048.7172603607,0.08G,2026-01-22 19:21:09
fashionmnist,resnet50,16,sgd,0.0001,cosine,20,78,True,89.04285714285714,88.2,1510052.9997348785,0.08G,2026-01-22 19:48:06
fashionmnist,resnet50,16,sgd,0.0001,cosine,20,13,True,88.34285714285714,88.3,1519944.7860717773,0.08G,2026-01-22 20:15:19
fashionmnist,resnet50,16,adam,0.001,cosine,20,35,True,91.87142857142857,91.53571428571429,1663622.3995685577,0.08G,2026-01-22 20:44:54
fashionmnist,resnet50,16,adam,0.001,cosine,20,78,True,92.01428571428572,91.9,1672139.78099823,0.08G,2026-01-22 21:14:35
fashionmnist,resnet50,16,adam,0.001,cosine,20,13,True,91.8,91.65,1663071.7754364014,0.08G,2026-01-22 21:44:00
mnist,resnet50,16,adam,0.001,cosine,10,13,True,99.31428571428572,99.39285714285714,658886.98554039,0.08G,2026-01-22 22:12:43
fashionmnist,resnet50,16,adam,0.0001,cosine,20,35,True,90.7,90.89285714285714,1734538.6242866516,0.08G,2026-01-22 22:14:41
mnist,resnet50,16,adam,0.0001,cosine,10,35,True,98.82857142857142,99.01428571428572,622250.1051425934,0.08G,2026-01-22 22:23:44
mnist,resnet50,16,adam,0.0001,cosine,10,78,True,98.77142857142857,98.93571428571428,656732.579946518,0.08G,2026-01-22 22:35:15
fashionmnist,resnet50,16,adam,0.0001,cosine,20,78,True,90.44285714285714,90.1,1223259.423494339,0.08G,2026-01-22 22:36:20
mnist,resnet50,16,adam,0.0001,cosine,10,13,True,99.05714285714286,98.96428571428571,664046.8120574951,0.08G,2026-01-22 22:46:55
mnist,resnet50,32,sgd,0.001,cosine,10,35,True,98.95714285714286,98.77857142857142,278799.30305480957,0.08G,2026-01-22 22:51:58
fashionmnist,resnet50,16,adam,0.0001,cosine,20,13,True,90.5,90.17857142857143,1123080.2686214447,0.08G,2026-01-22 22:56:18
mnist,resnet50,32,sgd,0.001,cosine,10,78,True,98.91428571428571,98.94285714285714,295668.7502861023,0.08G,2026-01-22 22:57:16
mnist,resnet50,32,sgd,0.001,cosine,10,13,True,98.9,98.87857142857143,311238.2788658142,0.08G,2026-01-22 23:02:51
mnist,resnet50,32,sgd,0.0001,cosine,10,35,True,97.55714285714286,97.32142857142857,310232.9580783844,0.08G,2026-01-22 23:08:26
fashionmnist,resnet50,32,sgd,0.001,cosine,20,35,True,89.55714285714286,89.63571428571429,816790.3201580048,0.08G,2026-01-22 23:10:59
mnist,resnet50,32,sgd,0.0001,cosine,10,78,True,97.51428571428572,97.50714285714285,285621.5934753418,0.08G,2026-01-22 23:13:36
mnist,resnet50,32,sgd,0.0001,cosine,10,13,True,97.35714285714286,97.60714285714286,305217.0889377594,0.08G,2026-01-22 23:19:03
mnist,resnet50,32,adam,0.0001,cosine,10,35,True,98.64285714285714,98.43571428571428,333451.806306839,0.08G,2026-01-22 23:25:03
fashionmnist,resnet50,32,sgd,0.001,cosine,20,78,True,89.85714285714286,89.35714285714286,812138.05103302,0.08G,2026-01-22 23:25:32
mnist,resnet50,32,adam,0.0001,cosine,10,78,True,98.58571428571429,98.72857142857143,320425.4982471466,0.08G,2026-01-22 23:30:45
mnist,resnet50,32,adam,0.0001,cosine,10,13,True,98.68571428571428,98.59285714285714,344735.27932167053,0.08G,2026-01-22 23:36:52
fashionmnist,resnet50,32,sgd,0.001,cosine,20,13,True,89.78571428571429,89.69285714285714,767534.996509552,0.08G,2026-01-22 23:39:20
fashionmnist,resnet50,32,sgd,0.0001,cosine,20,35,True,87.68571428571428,86.57857142857142,794992.5174713135,0.08G,2026-01-22 23:53:42
mnist,resnet50,16,sgd,0.001,cosine,20,35,True,99.14285714285714,99.08571428571429,1150593.8351154327,0.08G,2026-01-22 23:57:08
fashionmnist,resnet50,32,sgd,0.0001,cosine,20,78,True,87.51428571428572,86.90714285714286,791006.9630146027,0.08G,2026-01-23 00:07:59
mnist,resnet50,16,sgd,0.001,cosine,20,78,True,99.02857142857142,99.19285714285714,1020252.1085739136,0.08G,2026-01-23 00:15:00
fashionmnist,resnet50,32,sgd,0.0001,cosine,20,13,True,87.0,87.22857142857143,778048.1579303741,0.08G,2026-01-23 00:21:53
mnist,resnet50,16,sgd,0.001,cosine,20,13,True,99.02857142857142,99.05714285714286,1093087.074995041,0.08G,2026-01-23 00:34:03
fashionmnist,resnet50,32,adam,0.001,cosine,20,35,True,91.97142857142858,91.85714285714286,819550.5924224854,0.08G,2026-01-23 00:36:14
fashionmnist,resnet50,32,adam,0.001,cosine,20,78,True,91.45714285714286,91.58571428571429,710795.1984405518,0.08G,2026-01-23 00:48:42
mnist,resnet50,16,sgd,0.0001,cosine,20,35,True,98.54285714285714,98.52857142857142,1356354.9201488495,0.08G,2026-01-23 00:57:44
fashionmnist,resnet50,32,adam,0.001,cosine,20,13,True,91.64285714285714,91.89285714285714,725138.2751464844,0.08G,2026-01-23 01:01:25
mnist,resnet50,16,sgd,0.0001,cosine,20,78,True,98.48571428571428,98.41428571428571,887602.0166873932,0.08G,2026-01-23 01:13:14
fashionmnist,resnet50,32,adam,0.0001,cosine,20,35,True,89.95714285714286,89.4,707817.0230388641,0.08G,2026-01-23 01:13:53
fashionmnist,resnet50,32,adam,0.0001,cosine,20,78,True,90.0,89.33571428571429,719339.0276432037,0.08G,2026-01-23 01:26:32
mnist,resnet50,16,sgd,0.0001,cosine,20,13,True,98.47142857142858,98.51428571428572,1316360.7895374298,0.08G,2026-01-23 01:36:13
fashionmnist,resnet50,32,adam,0.0001,cosine,20,13,True,89.65714285714286,89.82857142857142,694895.9221839905,0.08G,2026-01-23 01:38:44
fashionmnist,resnet18,16,sgd,0.001,cosine,20,35,True,91.78571428571429,91.5,545392.6289081573,0.03G,2026-01-23 01:48:38
mnist,resnet50,16,adam,0.001,cosine,20,35,True,99.17142857142858,99.28571428571429,1280954.2481899261,0.08G,2026-01-23 01:58:57
fashionmnist,resnet18,16,sgd,0.001,cosine,20,78,True,91.72857142857143,91.37142857142857,689785.758972168,0.03G,2026-01-23 02:00:54
fashionmnist,resnet18,16,sgd,0.001,cosine,20,13,True,91.67142857142858,91.80714285714286,753947.6108551025,0.03G,2026-01-23 02:14:18
fashionmnist,resnet18,16,sgd,0.0001,cosine,20,35,True,90.05714285714286,90.04285714285714,645364.6116256714,0.03G,2026-01-23 02:25:48
mnist,resnet50,16,adam,0.001,cosine,20,78,True,99.34285714285714,99.47857142857143,1729906.730890274,0.08G,2026-01-23 02:29:32
fashionmnist,resnet18,16,sgd,0.0001,cosine,20,78,True,90.51428571428572,89.73571428571428,653619.1370487213,0.03G,2026-01-23 02:37:25
fashionmnist,resnet18,16,sgd,0.0001,cosine,20,13,True,89.78571428571429,89.62142857142857,524299.7505664825,0.03G,2026-01-23 02:46:46
fashionmnist,resnet34,16,adam,0.001,cosine,20,35,True,92.27142857142857,91.77857142857142,923336.4176750183,0.07G,2026-01-23 02:51:24
mnist,resnet50,16,adam,0.001,cosine,20,13,True,99.27142857142857,99.32142857142857,1700978.4967899323,0.08G,2026-01-23 02:59:30
fashionmnist,resnet18,16,adam,0.001,cosine,20,35,True,92.02857142857142,92.05,841748.702287674,0.03G,2026-01-23 03:01:39
fashionmnist,resnet34,16,adam,0.001,cosine,20,78,True,91.8,91.59285714285714,1025271.3420391083,0.07G,2026-01-23 03:09:19
fashionmnist,resnet18,16,adam,0.001,cosine,20,78,True,92.11428571428571,91.48571428571428,533329.2071819305,0.03G,2026-01-23 03:11:04
fashionmnist,resnet18,16,adam,0.001,cosine,20,13,True,91.97142857142858,92.17142857142858,798400.7399082184,0.03G,2026-01-23 03:25:12
fashionmnist,resnet34,16,adam,0.001,cosine,20,13,True,92.17142857142858,92.15714285714286,951655.7724475861,0.07G,2026-01-23 03:26:00
mnist,resnet50,16,adam,0.0001,cosine,20,35,True,99.28571428571429,99.25,1744344.1889286041,0.08G,2026-01-23 03:30:22
fashionmnist,resnet18,16,adam,0.0001,cosine,20,35,True,91.52857142857142,91.26428571428572,840194.6802139282,0.03G,2026-01-23 03:40:07
fashionmnist,resnet34,16,adam,0.001,none,20,35,True,91.9,91.67142857142858,966162.5328063965,0.07G,2026-01-23 03:42:57
fashionmnist,resnet18,16,adam,0.0001,cosine,20,78,True,91.38571428571429,91.12142857142857,757571.453332901,0.03G,2026-01-23 03:53:33
fashionmnist,resnet34,16,adam,0.001,none,20,78,True,91.34285714285714,91.1,724088.413476944,0.07G,2026-01-23 03:55:39
mnist,resnet50,16,adam,0.0001,cosine,20,78,True,99.18571428571428,99.29285714285714,1755487.0636463165,0.08G,2026-01-23 04:01:24
fashionmnist,resnet18,16,adam,0.0001,cosine,20,13,True,91.35714285714286,91.57857142857142,761303.1432628632,0.03G,2026-01-23 04:07:00
fashionmnist,resnet34,16,adam,0.001,none,20,13,True,91.28571428571429,91.5,762027.5185108185,0.07G,2026-01-23 04:09:02
fashionmnist,resnet18,32,sgd,0.001,cosine,20,35,True,91.02857142857142,91.12857142857143,371251.22022628784,0.03G,2026-01-23 04:13:45
fashionmnist,resnet18,32,sgd,0.001,cosine,20,78,True,91.35714285714286,91.18571428571428,370329.4084072113,0.03G,2026-01-23 04:20:23
mnist,resnet50,16,adam,0.0001,cosine,20,13,True,99.08571428571429,98.88571428571429,1095566.0598278046,0.08G,2026-01-23 04:20:47
fashionmnist,resnet18,32,sgd,0.001,cosine,20,13,True,91.45714285714286,91.5,353340.0683403015,0.03G,2026-01-23 04:26:45
fashionmnist,resnet18,32,sgd,0.0001,cosine,20,35,True,89.41428571428571,89.63571428571429,305539.20221328735,0.03G,2026-01-23 04:32:18
mnist,resnet50,32,sgd,0.001,cosine,20,35,True,99.04285714285714,98.88571428571429,785107.8572273254,0.08G,2026-01-23 04:34:56
fashionmnist,resnet18,32,sgd,0.0001,cosine,20,78,True,89.41428571428571,88.86428571428571,310878.18932533264,0.03G,2026-01-23 04:37:54
fashionmnist,resnet18,32,sgd,0.0001,cosine,20,13,True,89.48571428571428,89.27142857142857,337270.21527290344,0.03G,2026-01-23 04:43:55
mnist,resnet50,32,sgd,0.001,cosine,20,78,True,99.01428571428572,98.95714285714286,776220.0813293457,0.08G,2026-01-23 04:48:52
fashionmnist,resnet18,32,adam,0.001,cosine,20,35,True,92.21428571428571,91.92857142857143,400871.9780445099,0.03G,2026-01-23 04:51:10
fashionmnist,resnet18,32,adam,0.001,cosine,20,78,True,92.02857142857142,91.84285714285714,379388.35859298706,0.03G,2026-01-23 04:57:58
mnist,resnet50,32,sgd,0.001,cosine,20,13,True,98.98571428571428,98.95,759604.4721603394,0.08G,2026-01-23 05:02:28
fashionmnist,resnet18,32,adam,0.001,cosine,20,13,True,92.11428571428571,92.19285714285714,419358.61444473267,0.03G,2026-01-23 05:05:26
fashionmnist,resnet18,32,adam,0.0001,cosine,20,35,True,91.4,90.96428571428571,425873.6228942871,0.03G,2026-01-23 05:13:03
mnist,resnet50,32,sgd,0.0001,cosine,20,35,True,98.11428571428571,98.07142857142857,837150.698184967,0.08G,2026-01-23 05:17:32
fashionmnist,resnet18,32,adam,0.0001,cosine,20,78,True,91.15714285714286,90.60714285714286,384495.74398994446,0.03G,2026-01-23 05:19:54
fashionmnist,resnet18,32,adam,0.0001,cosine,20,13,True,90.97142857142858,91.06428571428572,412325.49357414246,0.03G,2026-01-23 05:27:19
mnist,resnet50,32,sgd,0.0001,cosine,20,78,True,97.95714285714286,98.0,605055.5505752563,0.08G,2026-01-23 05:28:24
mnist,resnet50,32,sgd,0.0001,cosine,20,78,True,97.92857142857143,98.08571428571429,633519.581079483,0.08G,2026-01-23 05:39:04
mnist,resnet50,32,sgd,0.0001,cosine,20,13,True,98.01428571428572,97.94285714285714,770767.1089172363,0.08G,2026-01-23 05:42:17
mnist,resnet50,32,sgd,0.0001,cosine,20,13,True,97.92857142857143,97.84285714285714,750264.4140720367,0.08G,2026-01-23 05:52:27
mnist,resnet50,32,adam,0.001,cosine,20,35,True,99.5,99.42142857142858,830055.6349754333,0.08G,2026-01-23 05:57:07
mnist,resnet50,32,adam,0.001,cosine,20,35,True,99.38571428571429,99.39285714285714,830661.2696647644,0.08G,2026-01-23 06:07:11
mnist,resnet50,32,adam,0.001,cosine,20,78,True,99.4,99.46428571428571,879523.2887268066,0.08G,2026-01-23 06:12:50
mnist,resnet50,32,adam,0.001,cosine,20,78,True,99.27142857142857,99.37857142857143,861952.1782398224,0.08G,2026-01-23 06:22:21
mnist,resnet50,32,adam,0.001,cosine,20,13,True,99.12857142857143,99.18571428571428,715563.0395412445,0.08G,2026-01-23 06:25:31
mnist,resnet50,32,adam,0.001,cosine,20,13,True,99.37142857142857,99.42142857142858,842902.8458595276,0.08G,2026-01-23 06:37:14
mnist,resnet50,32,adam,0.0001,cosine,20,35,True,99.05714285714286,98.85714285714286,852637.9449367523,0.08G,2026-01-23 06:40:46
mnist,resnet50,32,adam,0.0001,cosine,20,35,True,99.01428571428572,98.92142857142858,871030.3511619568,0.08G,2026-01-23 06:52:43
mnist,resnet50,32,adam,0.0001,cosine,20,78,True,98.98571428571428,99.1,894868.4251308441,0.08G,2026-01-23 06:56:43
mnist,resnet50,32,adam,0.0001,cosine,20,78,True,98.78571428571429,98.69285714285714,615207.4289321899,0.08G,2026-01-23 07:03:38
mnist,resnet50,32,adam,0.0001,cosine,20,13,True,99.0,99.10714285714286,916624.6976852417,0.08G,2026-01-23 07:13:04
mnist,resnet50,32,adam,0.0001,cosine,20,13,True,98.94285714285714,98.71428571428571,688714.7934436798,0.08G,2026-01-23 07:15:48
mnist,resnet18,16,adam,0.0001,cosine,20,35,True,99.15714285714286,99.14285714285714,438550.6570339203,0.03G,2026-01-23 07:21:24
mnist,resnet18,16,adam,0.0001,cosine,20,35,True,99.34285714285714,99.17857142857143,510208.98818969727,0.03G,2026-01-23 07:25:16
mnist,resnet18,16,adam,0.0001,cosine,20,78,True,99.01428571428572,99.07142857142857,408563.1139278412,0.03G,2026-01-23 07:28:41
mnist,resnet18,16,adam,0.0001,cosine,20,78,True,99.14285714285714,99.24285714285715,437082.54766464233,0.03G,2026-01-23 07:33:02
mnist,resnet18,16,adam,0.0001,cosine,20,13,True,99.27142857142857,99.30714285714286,759753.95154953,0.03G,2026-01-23 07:42:14
mnist,resnet18,16,adam,0.0001,cosine,20,13,True,99.27142857142857,99.31428571428572,658902.0161628723,0.03G,2026-01-23 07:44:39
mnist,resnet18,32,sgd,0.001,cosine,20,35,True,99.34285714285714,99.25,325642.4300670624,0.03G,2026-01-23 07:48:11
mnist,resnet18,32,sgd,0.001,cosine,20,35,True,99.18571428571428,99.21428571428571,243772.5396156311,0.03G,2026-01-23 07:49:06
mnist,resnet18,32,sgd,0.001,cosine,20,78,True,99.07142857142857,99.09285714285714,205003.63564491272,0.03G,2026-01-23 07:52:49
mnist,resnet18,32,sgd,0.001,cosine,20,78,True,99.2,99.26428571428572,402202.99100875854,0.03G,2026-01-23 07:55:29
mnist,resnet18,32,sgd,0.001,cosine,20,13,True,99.12857142857143,99.26428571428572,269956.98165893555,0.03G,2026-01-23 07:57:40
mnist,resnet18,32,sgd,0.001,cosine,20,13,True,99.14285714285714,99.22142857142858,177729.70128059387,0.03G,2026-01-23 07:58:42
mnist,resnet18,32,sgd,0.0001,cosine,20,35,True,98.42857142857143,98.57857142857142,227428.4589290619,0.03G,2026-01-23 08:02:52
mnist,resnet18,32,sgd,0.0001,cosine,20,35,True,98.74285714285715,98.57857142857142,338219.31982040405,0.03G,2026-01-23 08:03:47
mnist,resnet18,32,sgd,0.0001,cosine,20,78,True,98.64285714285714,98.65,292908.02574157715,0.03G,2026-01-23 08:09:03
mnist,resnet18,32,sgd,0.0001,cosine,20,78,True,98.6,98.73571428571428,357766.9909000397,0.03G,2026-01-23 08:09:23
mnist,resnet18,32,sgd,0.0001,cosine,20,13,True,98.54285714285714,98.42142857142858,228932.63006210327,0.03G,2026-01-23 08:13:11
mnist,resnet18,32,sgd,0.0001,cosine,20,13,True,98.48571428571428,98.56428571428572,430333.23216438293,0.03G,2026-01-23 08:17:13
mnist,resnet18,32,adam,0.0001,cosine,20,35,True,99.28571428571429,99.17857142857143,287207.38339424133,0.03G,2026-01-23 08:18:23
mnist,resnet18,32,adam,0.0001,cosine,20,78,True,99.34285714285714,99.40714285714286,380990.7374382019,0.03G,2026-01-23 08:25:09
mnist,resnet18,32,adam,0.0001,cosine,20,35,True,99.31428571428572,99.32857142857142,477692.90041923523,0.03G,2026-01-23 08:25:53
mnist,resnet18,32,adam,0.0001,cosine,20,13,True,98.88571428571429,98.92857142857143,187584.6037864685,0.03G,2026-01-23 08:28:32
mnist,resnet18,32,adam,0.0001,cosine,20,13,True,99.28571428571429,99.33571428571429,394587.81027793884,0.03G,2026-01-23 08:32:55
fashionmnist,resnet50,16,adam,0.001,none,20,35,True,91.02857142857142,90.46428571428571,1116994.2100048065,0.08G,2026-01-23 11:50:11
fashionmnist,resnet50,16,adam,0.001,none,20,78,True,91.05714285714286,91.04285714285714,1430374.891757965,0.08G,2026-01-23 12:15:21
fashionmnist,resnet50,16,adam,0.0001,none,20,35,True,90.3,90.35,1663337.1958732605,0.08G,2026-01-23 12:52:19
fashionmnist,resnet50,16,adam,0.0001,none,20,78,True,90.91428571428571,90.55,1242667.206287384,0.08G,2026-01-23 13:13:57
fashionmnist,resnet50,16,adam,0.0001,none,20,13,True,90.12857142857143,90.6,1377963.6199474335,0.08G,2026-01-23 13:38:15
fashionmnist,resnet50,16,adam,0.0001,none,10,78,True,90.91428571428571,90.55,758274.9931812286,0.08G,2026-01-23 13:51:42
fashionmnist,resnet50,16,adam,0.0001,none,10,13,True,90.01428571428572,90.33571428571429,755352.5557518005,0.08G,2026-01-23 14:05:02
